iso_time,pid,cpu_percent,rss_kb,vsz_kb,threads,open_fds
2026-08-13T07:38:51+07:00,11776,114.0,149484,1405148,11,781
2026-08-13T07:38:52+07:00,11776,111.0,149484,1405148,11,794
2026-08-13T07:38:53+07:00,11776,112.0,149712,1405148,11,728
2026-08-13T07:38:54+07:00,11776,122.0,149724,1405148,11,767
2026-08-13T07:38:55+07:00,11776,119.0,149724,1405148,11,765
2026-08-13T07:38:56+07:00,11776,120.0,149724,1405148,11,822
2026-08-13T07:38:57+07:00,11776,125.0,149724,1405148,11,829
2026-08-13T07:38:58+07:00,11776,119.0,149724,1405148,11,709
2026-08-13T07:38:59+07:00,11776,122.0,149744,1405148,11,841
2026-08-13T07:39:00+07:00,11776,118.0,149744,1405148,11,812
2026-08-13T07:39:01+07:00,11776,114.0,149760,1405404,11,851
2026-08-13T07:39:02+07:00,11776,117.0,152816,1408220,11,859
2026-08-13T07:39:03+07:00,11776,118.0,152828,1408220,11,850
2026-08-13T07:39:04+07:00,11776,120.0,152828,1408220,11,873
2026-08-13T07:39:05+07:00,11776,121.0,152828,1408220,11,884
2026-08-13T07:39:06+07:00,11776,117.0,152828,1408220,11,889
2026-08-13T07:39:07+07:00,11776,120.0,152840,1408476,11,888
2026-08-13T07:39:08+07:00,11776,117.0,153084,1408476,11,898
2026-08-13T07:39:09+07:00,11776,116.0,153084,1408476,11,897
2026-08-13T07:39:10+07:00,11776,120.0,153084,1408476,11,916
2026-08-13T07:39:11+07:00,11776,121.0,153084,1408476,11,917
2026-08-13T07:39:12+07:00,11776,124.0,153084,1408476,11,925
2026-08-13T07:39:13+07:00,11776,121.0,153172,1408732,11,919
2026-08-13T07:39:14+07:00,11776,124.0,153340,1408732,11,932
2026-08-13T07:39:15+07:00,11776,124.0,153340,1408732,11,945
2026-08-13T07:39:16+07:00,11776,123.0,153340,1408732,11,906
2026-08-13T07:39:17+07:00,11776,125.0,153340,1408732,11,954
2026-08-13T07:39:18+07:00,11776,124.0,153340,1408732,11,919
2026-08-13T07:39:19+07:00,11776,122.0,153396,1409244,11,925
2026-08-13T07:39:20+07:00,11776,127.0,153640,1409244,11,977
2026-08-13T07:39:21+07:00,11776,125.0,153856,1409244,11,882
2026-08-13T07:39:23+07:00,11776,126.0,153860,1409244,11,796
2026-08-13T07:39:24+07:00,11776,126.0,153860,1409244,11,940
2026-08-13T07:39:25+07:00,11776,127.0,153860,1409244,11,1007
2026-08-13T07:39:26+07:00,11776,128.0,153860,1409244,11,1016
2026-08-13T07:39:27+07:00,11776,124.0,153860,1409244,11,970
2026-08-13T07:39:28+07:00,11776,126.0,153864,1409244,11,1026
2026-08-13T07:39:29+07:00,11776,127.0,153864,1409244,11,1041
2026-08-13T07:39:30+07:00,11776,125.0,153864,1409244,11,948
2026-08-13T07:39:31+07:00,11776,125.0,153872,1409376,11,1006
2026-08-13T07:39:32+07:00,11776,128.0,153872,1409376,11,990
2026-08-13T07:39:33+07:00,11776,129.0,153876,1409376,11,981
2026-08-13T07:39:34+07:00,11776,126.0,153932,1409376,11,1047
2026-08-13T07:39:35+07:00,11776,127.0,153996,1409376,11,996
2026-08-13T07:39:36+07:00,11776,127.0,154012,1409376,11,1042
2026-08-13T07:39:37+07:00,11776,128.0,154052,1409376,11,1057
2026-08-13T07:39:38+07:00,11776,125.0,154056,1409376,11,1079
2026-08-13T07:39:39+07:00,11776,123.0,154056,1409376,11,818
2026-08-13T07:39:40+07:00,11776,128.0,154056,1409376,11,1012
2026-08-13T07:39:41+07:00,11776,126.0,154056,1409376,11,985
2026-08-13T07:39:42+07:00,11776,128.0,154056,1409376,11,1008
2026-08-13T07:39:43+07:00,11776,127.0,154056,1409376,11,1067
2026-08-13T07:39:44+07:00,11776,129.0,154056,1409376,11,1107
2026-08-13T07:39:45+07:00,11776,127.0,154096,1409532,11,990
2026-08-13T07:39:46+07:00,11776,127.0,154100,1409532,11,1092
2026-08-13T07:39:47+07:00,11776,127.0,154104,1409532,11,1067
2026-08-13T07:39:48+07:00,11776,128.0,154108,1409532,11,973
2026-08-13T07:39:49+07:00,11776,126.0,154108,1409532,11,973
2026-08-13T07:39:50+07:00,11776,129.0,154108,1409532,11,1013
2026-08-13T07:39:51+07:00,11776,127.0,154108,1409532,11,1025
2026-08-13T07:39:52+07:00,11776,127.0,154112,1409532,11,1096
2026-08-13T07:39:53+07:00,11776,130.0,154124,1409532,11,1046
2026-08-13T07:39:54+07:00,11776,127.0,154124,1409532,11,1050
2026-08-13T07:39:55+07:00,11776,123.0,154148,1409532,11,1047
2026-08-13T07:39:56+07:00,11776,123.0,154148,1409532,11,1085
2026-08-13T07:39:57+07:00,11776,126.0,154160,1409532,11,1072
2026-08-13T07:39:58+07:00,11776,125.0,154160,1409532,11,1086
2026-08-13T07:39:59+07:00,11776,125.0,154160,1409532,11,1039
2026-08-13T07:40:01+07:00,11776,127.0,154176,1409532,11,1099
2026-08-13T07:40:02+07:00,11776,125.0,154176,1409532,11,1069
2026-08-13T07:40:03+07:00,11776,126.0,154184,1409532,11,1085
2026-08-13T07:40:04+07:00,11776,119.0,154188,1409532,11,1092
2026-08-13T07:40:05+07:00,11776,124.0,154196,1409532,11,1087
2026-08-13T07:40:06+07:00,11776,123.0,154196,1409532,11,1047
2026-08-13T07:40:07+07:00,11776,128.0,154196,1409532,11,1056
2026-08-13T07:40:08+07:00,11776,128.0,154196,1409532,11,1070
2026-08-13T07:40:09+07:00,11776,130.0,154200,1409532,11,1065
2026-08-13T07:40:10+07:00,11776,126.0,154200,1409532,11,1106
2026-08-13T07:40:11+07:00,11776,126.0,154216,1409532,11,1101
2026-08-13T07:40:12+07:00,11776,127.0,154216,1409532,11,1063
2026-08-13T07:40:13+07:00,11776,128.0,154216,1409532,11,957
2026-08-13T07:40:14+07:00,11776,128.0,154216,1409532,11,964
2026-08-13T07:40:15+07:00,11776,128.0,154216,1409532,11,924
2026-08-13T07:40:16+07:00,11776,128.0,154216,1409532,11,997
2026-08-13T07:40:17+07:00,11776,127.0,154216,1409532,11,1056
2026-08-13T07:40:18+07:00,11776,127.0,154216,1409532,11,992
2026-08-13T07:40:19+07:00,11776,125.0,154216,1409532,11,1004
2026-08-13T07:40:20+07:00,11776,129.0,154216,1409532,11,1073
2026-08-13T07:40:21+07:00,11776,128.0,154216,1409532,11,1042
2026-08-13T07:40:22+07:00,11776,128.0,154216,1409532,11,1074
2026-08-13T07:40:23+07:00,11776,130.0,154216,1409532,11,1116
2026-08-13T07:40:24+07:00,11776,127.0,154216,1409532,11,997
2026-08-13T07:40:25+07:00,11776,127.0,154216,1409532,11,1055
2026-08-13T07:40:26+07:00,11776,127.0,154216,1409532,11,1067
2026-08-13T07:40:27+07:00,11776,124.0,154220,1409532,11,1120
2026-08-13T07:40:28+07:00,11776,128.0,154232,1409664,11,1047
2026-08-13T07:40:29+07:00,11776,126.0,154236,1409664,11,1087
2026-08-13T07:40:30+07:00,11776,126.0,154244,1409664,11,1079
2026-08-13T07:40:31+07:00,11776,126.0,154256,1409664,11,1096
2026-08-13T07:40:32+07:00,11776,127.0,154264,1409664,11,1094
2026-08-13T07:40:33+07:00,11776,127.0,154264,1409664,11,1141
2026-08-13T07:40:34+07:00,11776,125.0,154268,1409664,11,1146
2026-08-13T07:40:35+07:00,11776,128.0,154276,1409664,11,1109
2026-08-13T07:40:36+07:00,11776,126.0,154276,1409664,11,1090
2026-08-13T07:40:37+07:00,11776,127.0,154276,1409664,11,984
2026-08-13T07:40:38+07:00,11776,127.0,154276,1409664,11,997
2026-08-13T07:40:40+07:00,11776,128.0,154276,1409664,11,993
2026-08-13T07:40:41+07:00,11776,127.0,154276,1409664,11,1001
2026-08-13T07:40:42+07:00,11776,125.0,154276,1409664,11,1010
2026-08-13T07:40:43+07:00,11776,126.0,154276,1409664,11,1043
2026-08-13T07:40:44+07:00,11776,126.0,154276,1409664,11,1059
2026-08-13T07:40:45+07:00,11776,126.0,154368,1409664,11,1118
2026-08-13T07:40:46+07:00,11776,127.0,154368,1409664,11,1146
2026-08-13T07:40:47+07:00,11776,127.0,154368,1409664,11,1044
2026-08-13T07:40:48+07:00,11776,123.0,154368,1409664,11,1070
2026-08-13T07:40:49+07:00,11776,126.0,154368,1409664,11,1061
2026-08-13T07:40:50+07:00,11776,129.0,154368,1409664,11,1056
2026-08-13T07:40:51+07:00,11776,126.0,154368,1409664,11,1067
2026-08-13T07:40:52+07:00,11776,125.0,154368,1409664,11,1051
2026-08-13T07:40:53+07:00,11776,126.0,154376,1409664,11,1128
2026-08-13T07:40:54+07:00,11776,126.0,154376,1409664,11,1129
2026-08-13T07:40:55+07:00,11776,130.0,154376,1409664,11,1131
2026-08-13T07:40:56+07:00,11776,129.0,154376,1409664,11,1128
2026-08-13T07:40:57+07:00,11776,131.0,154376,1409664,11,1106
2026-08-13T07:40:58+07:00,11776,126.0,154376,1409664,11,1082
2026-08-13T07:40:59+07:00,11776,124.0,154376,1409664,11,1101
2026-08-13T07:41:00+07:00,11776,126.0,154376,1409664,11,1150
2026-08-13T07:41:01+07:00,11776,129.0,154492,1409920,11,1072
2026-08-13T07:41:02+07:00,11776,128.0,154888,1410176,11,1151
2026-08-13T07:41:03+07:00,11776,126.0,154888,1410176,11,1115
2026-08-13T07:41:04+07:00,11776,128.0,154888,1410176,11,1092
2026-08-13T07:41:05+07:00,11776,124.0,154888,1410176,11,1149
2026-08-13T07:41:06+07:00,11776,126.0,154888,1410176,11,1077
2026-08-13T07:41:07+07:00,11776,124.0,154888,1410176,11,1098
2026-08-13T07:41:08+07:00,11776,128.0,154888,1410176,11,1129
2026-08-13T07:41:09+07:00,11776,125.0,154912,1410176,11,1143
2026-08-13T07:41:10+07:00,11776,126.0,154912,1410176,11,1119
2026-08-13T07:41:11+07:00,11776,125.0,154912,1410176,11,1074
2026-08-13T07:41:12+07:00,11776,129.0,154912,1410176,11,1113
2026-08-13T07:41:13+07:00,11776,126.0,154912,1410176,11,1087
2026-08-13T07:41:14+07:00,11776,128.0,154912,1410176,11,1118
2026-08-13T07:41:15+07:00,11776,124.0,154912,1410176,11,1070
2026-08-13T07:41:16+07:00,11776,128.0,154912,1410176,11,1101
2026-08-13T07:41:17+07:00,11776,126.0,154912,1410176,11,1127
2026-08-13T07:41:18+07:00,11776,132.0,154912,1410176,11,1121
2026-08-13T07:41:19+07:00,11776,130.0,154912,1410176,11,1039
2026-08-13T07:41:21+07:00,11776,127.0,154912,1410176,11,1131
2026-08-13T07:41:22+07:00,11776,125.0,154912,1410176,11,1097
2026-08-13T07:41:23+07:00,11776,124.0,154912,1410176,11,1101
2026-08-13T07:41:24+07:00,11776,127.0,154912,1410176,11,1123
2026-08-13T07:41:25+07:00,11776,126.0,154912,1410176,11,1086
2026-08-13T07:41:26+07:00,11776,127.0,154912,1410176,11,1143
2026-08-13T07:41:27+07:00,11776,127.0,154912,1410176,11,1054
2026-08-13T07:41:28+07:00,11776,129.0,154912,1410176,11,1118
2026-08-13T07:41:29+07:00,11776,126.0,154912,1410176,11,1110
2026-08-13T07:41:30+07:00,11776,127.0,154912,1410176,11,1085
2026-08-13T07:41:31+07:00,11776,127.0,154912,1410176,11,1078
2026-08-13T07:41:32+07:00,11776,122.0,154912,1410176,11,1090
2026-08-13T07:41:33+07:00,11776,128.0,154912,1410176,11,1137
2026-08-13T07:41:34+07:00,11776,127.0,154912,1410176,11,1105
2026-08-13T07:41:35+07:00,11776,127.0,154912,1410176,11,1070
2026-08-13T07:41:36+07:00,11776,129.0,154912,1410176,11,1037
2026-08-13T07:41:37+07:00,11776,125.0,154912,1410176,11,1047
2026-08-13T07:41:38+07:00,11776,128.0,154912,1410176,11,1076
2026-08-13T07:41:39+07:00,11776,125.0,154912,1410176,11,791
2026-08-13T07:41:40+07:00,11776,124.0,154912,1410176,11,833
2026-08-13T07:41:41+07:00,11776,127.0,154912,1410176,11,1006
2026-08-13T07:41:42+07:00,11776,127.0,154912,1410176,11,1017
2026-08-13T07:41:43+07:00,11776,124.0,154912,1410176,11,915
2026-08-13T07:41:44+07:00,11776,126.0,154912,1410176,11,969
2026-08-13T07:41:45+07:00,11776,126.0,154912,1410176,11,923
2026-08-13T07:41:46+07:00,11776,126.0,154912,1410176,11,975
2026-08-13T07:41:47+07:00,11776,127.0,154912,1410176,11,933
2026-08-13T07:41:48+07:00,11776,126.0,154912,1410176,11,1046
2026-08-13T07:41:49+07:00,11776,127.0,154916,1410176,11,1045
2026-08-13T07:41:50+07:00,11776,130.0,154916,1410176,11,1086
2026-08-13T07:41:51+07:00,11776,125.0,154916,1410176,11,1026
2026-08-13T07:41:52+07:00,11776,127.0,154916,1410176,11,999
2026-08-13T07:41:53+07:00,11776,128.0,154916,1410176,11,1053
2026-08-13T07:41:54+07:00,11776,126.0,154916,1410176,11,1082
2026-08-13T07:41:55+07:00,11776,125.0,154916,1410176,11,1091
2026-08-13T07:41:56+07:00,11776,129.0,154916,1410176,11,1076
2026-08-13T07:41:57+07:00,11776,128.0,154916,1410176,11,1044
2026-08-13T07:41:59+07:00,11776,126.0,154916,1410176,11,1075
2026-08-13T07:42:00+07:00,11776,127.0,154916,1410176,11,1003
2026-08-13T07:42:01+07:00,11776,127.0,154916,1410176,11,1067
2026-08-13T07:42:02+07:00,11776,127.0,154916,1410176,11,1035
2026-08-13T07:42:03+07:00,11776,127.0,154916,1410176,11,1044
2026-08-13T07:42:04+07:00,11776,126.0,154916,1410176,11,1097
2026-08-13T07:42:05+07:00,11776,126.0,154916,1410176,11,1054
2026-08-13T07:42:06+07:00,11776,128.0,154916,1410176,11,1114
2026-08-13T07:42:07+07:00,11776,125.0,154916,1410176,11,1092
2026-08-13T07:42:08+07:00,11776,127.0,154916,1410176,11,907
2026-08-13T07:42:09+07:00,11776,127.0,154916,1410176,11,907
2026-08-13T07:42:10+07:00,11776,127.0,154916,1410176,11,988
2026-08-13T07:42:11+07:00,11776,128.0,154916,1410176,11,921
2026-08-13T07:42:12+07:00,11776,125.0,154916,1410176,11,933
2026-08-13T07:42:13+07:00,11776,129.0,154916,1410176,11,1014
2026-08-13T07:42:14+07:00,11776,126.0,154916,1410176,11,1033
2026-08-13T07:42:15+07:00,11776,127.0,154916,1410176,11,953
2026-08-13T07:42:16+07:00,11776,129.0,154916,1410176,11,963
2026-08-13T07:42:17+07:00,11776,128.0,154916,1410176,11,1035
2026-08-13T07:42:18+07:00,11776,126.0,155108,1410176,11,1064
2026-08-13T07:42:19+07:00,11776,125.0,155144,1410176,11,1077
2026-08-13T07:42:20+07:00,11776,127.0,155144,1410176,11,953
2026-08-13T07:42:21+07:00,11776,127.0,155144,1410176,11,1031
2026-08-13T07:42:22+07:00,11776,128.0,155144,1410176,11,907
2026-08-13T07:42:23+07:00,11776,128.0,155144,1410176,11,1001
2026-08-13T07:42:24+07:00,11776,126.0,155144,1410176,11,1001
2026-08-13T07:42:25+07:00,11776,129.0,155144,1410176,11,959
2026-08-13T07:42:26+07:00,11776,128.0,155144,1410176,11,1012
2026-08-13T07:42:27+07:00,11776,128.0,155164,1410176,11,1017
2026-08-13T07:42:28+07:00,11776,128.0,155164,1410176,11,1044
2026-08-13T07:42:29+07:00,11776,128.0,155164,1410176,11,1054
2026-08-13T07:42:30+07:00,11776,128.0,155164,1410176,11,1029
2026-08-13T07:42:31+07:00,11776,127.0,155164,1410176,11,1119
2026-08-13T07:42:32+07:00,11776,127.0,155164,1410176,11,1078
2026-08-13T07:42:33+07:00,11776,124.0,155164,1410176,11,1047
2026-08-13T07:42:34+07:00,11776,126.0,155164,1410176,11,1019
2026-08-13T07:42:35+07:00,11776,124.0,155168,1410176,11,1136
2026-08-13T07:42:36+07:00,11776,126.0,155168,1410176,11,1082
2026-08-13T07:42:38+07:00,11776,127.0,155168,1410176,11,1069
2026-08-13T07:42:39+07:00,11776,127.0,155168,1410176,11,1060
2026-08-13T07:42:40+07:00,11776,126.0,155168,1410176,11,1070
2026-08-13T07:42:41+07:00,11776,123.0,155168,1410176,11,1084
2026-08-13T07:42:42+07:00,11776,126.0,155168,1410176,11,1105
2026-08-13T07:42:43+07:00,11776,127.0,155168,1410176,11,1066
2026-08-13T07:42:44+07:00,11776,127.0,155168,1410176,11,1081
2026-08-13T07:42:45+07:00,11776,123.0,155168,1410176,11,1114
2026-08-13T07:42:46+07:00,11776,126.0,155168,1410176,11,1066
2026-08-13T07:42:47+07:00,11776,127.0,155168,1410176,11,1067
2026-08-13T07:42:48+07:00,11776,126.0,155168,1410176,11,989
2026-08-13T07:42:49+07:00,11776,126.0,155168,1410176,11,1079
2026-08-13T07:42:50+07:00,11776,128.0,155168,1410176,11,1042
2026-08-13T07:42:51+07:00,11776,127.0,155168,1410176,11,931
2026-08-13T07:42:52+07:00,11776,129.0,155168,1410176,11,986
2026-08-13T07:42:53+07:00,11776,130.0,155172,1410176,11,1033
2026-08-13T07:42:54+07:00,11776,127.0,155172,1410176,11,1069
2026-08-13T07:42:55+07:00,11776,128.0,155172,1410176,11,1081
2026-08-13T07:42:56+07:00,11776,128.0,155172,1410176,11,1068
2026-08-13T07:42:57+07:00,11776,129.0,155172,1410176,11,1035
2026-08-13T07:42:58+07:00,11776,126.0,155172,1410176,11,969
2026-08-13T07:42:59+07:00,11776,128.0,155172,1410176,11,1020
2026-08-13T07:43:00+07:00,11776,126.0,155172,1410176,11,991
2026-08-13T07:43:01+07:00,11776,127.0,155172,1410176,11,1071
2026-08-13T07:43:02+07:00,11776,128.0,155172,1410176,11,1043
2026-08-13T07:43:03+07:00,11776,127.0,155524,1410176,11,960
2026-08-13T07:43:04+07:00,11776,130.0,156216,1410584,11,1042
2026-08-13T07:43:05+07:00,11776,128.0,156216,1410584,11,1097
2026-08-13T07:43:06+07:00,11776,125.0,156216,1410584,11,1031
2026-08-13T07:43:07+07:00,11776,123.0,156216,1410584,11,1051
2026-08-13T07:43:08+07:00,11776,124.0,156216,1410584,11,1040
2026-08-13T07:43:09+07:00,11776,125.0,156216,1410584,11,967
2026-08-13T07:43:10+07:00,11776,127.0,156216,1410584,11,998
2026-08-13T07:43:11+07:00,11776,127.0,156216,1410584,11,1005
2026-08-13T07:43:12+07:00,11776,127.0,156216,1410584,11,1073
2026-08-13T07:43:13+07:00,11776,127.0,156216,1410584,11,1071
2026-08-13T07:43:14+07:00,11776,127.0,156216,1410584,11,1010
2026-08-13T07:43:16+07:00,11776,124.0,156216,1410584,11,828
2026-08-13T07:43:17+07:00,11776,87.0,156216,1410584,11,39
2026-08-13T07:43:18+07:00,11776,11.0,156216,1410584,11,34
2026-08-13T07:43:19+07:00,11776,1.0,156216,1410584,11,24
2026-08-13T07:43:20+07:00,11776,0.0,156216,1410584,11,24
2026-08-13T07:43:21+07:00,11776,0.0,156216,1410584,11,24
2026-08-13T07:43:22+07:00,11776,0.0,156216,1410584,11,24
2026-08-13T07:43:23+07:00,11776,0.0,156216,1410584,11,24
2026-08-13T07:43:24+07:00,11776,0.0,156216,1410584,11,24
2026-08-13T07:43:25+07:00,11776,3.0,86392,1337880,11,24
2026-08-13T07:43:26+07:00,11776,0.0,86392,1337880,11,24
2026-08-13T07:43:27+07:00,11776,0.0,86620,1337880,11,23
2026-08-13T07:43:28+07:00,11776,0.0,86620,1337880,11,23
2026-08-13T07:43:29+07:00,11776,0.0,86620,1337880,11,23
2026-08-13T07:43:30+07:00,11776,0.0,86620,1337880,11,23
2026-08-13T07:43:31+07:00,11776,0.0,86620,1337880,11,23
2026-08-13T07:43:32+07:00,11776,0.0,86620,1337880,11,23
2026-08-13T07:43:33+07:00,11776,0.0,86620,1337880,11,23
2026-08-13T07:43:34+07:00,11776,0.0,86620,1337880,11,23
2026-08-13T07:43:35+07:00,11776,0.0,86620,1337880,11,23
2026-08-13T07:43:36+07:00,11776,0.0,86620,1337880,11,23
2026-08-13T07:43:37+07:00,11776,0.0,86620,1337880,11,23
